meter_id,date,kwh_consumed
MTR-00223,2025-04-20,247.66
MTR-00223,2025-04-21,238.43
MTR-00223,2025-04-22,299.6
MTR-00223,2025-04-23,299.28
MTR-00223,2025-04-24,292.99
MTR-00223,2025-04-25,269.93
MTR-00223,2025-04-26,275.81
MTR-00223,2025-04-27,174.45
MTR-00223,2025-04-28,310.62
MTR-00223,2025-04-29,256.46
MTR-00223,2025-04-30,270.85
MTR-00223,2025-05-01,241.43
MTR-00223,2025-05-02,297.17
MTR-00223,2025-05-03,270.15
MTR-00223,2025-05-04,216.81
MTR-00223,2025-05-05,293.88
MTR-00223,2025-05-06,281.82
MTR-00223,2025-05-07,269.34
MTR-00223,2025-05-08,265.85
MTR-00223,2025-05-09,262.26
MTR-00223,2025-05-10,250.28
MTR-00223,2025-05-11,231.51
MTR-00223,2025-05-12,257.92
MTR-00223,2025-05-13,274.2
MTR-00223,2025-05-14,252.68
MTR-00223,2025-05-15,295.78
MTR-00223,2025-05-16,289.15
MTR-00223,2025-05-17,217.92
MTR-00223,2025-05-18,244.62
MTR-00223,2025-05-19,275.04
MTR-00223,2025-05-20,296.72
MTR-00223,2025-05-21,270.01
MTR-00223,2025-05-22,277.99
MTR-00223,2025-05-23,299.65
MTR-00223,2025-05-24,279.4
MTR-00223,2025-05-25,250.52
MTR-00223,2025-05-26,244.11
MTR-00223,2025-05-27,236.37
MTR-00223,2025-05-28,273.09
MTR-00223,2025-05-29,301.7
MTR-00223,2025-05-30,282.16
MTR-00223,2025-05-31,231.81
MTR-00223,2025-06-01,205.6
MTR-00223,2025-06-02,255.18
MTR-00223,2025-06-03,303.92
MTR-00223,2025-06-04,281.3
MTR-00223,2025-06-05,264.02
MTR-00223,2025-06-06,228.45
MTR-00223,2025-06-07,240.42
MTR-00223,2025-06-08,248.41
MTR-00223,2025-06-09,247.71
MTR-00223,2025-06-10,283.79
MTR-00223,2025-06-11,256.77
MTR-00223,2025-06-12,285.9
MTR-00223,2025-06-13,247.43
MTR-00223,2025-06-14,244.78
MTR-00223,2025-06-15,231.87
MTR-00223,2025-06-16,242.0
MTR-00223,2025-06-17,250.31
MTR-00223,2025-06-18,288.36
MTR-00223,2025-06-19,261.83
MTR-00223,2025-06-20,237.99
MTR-00223,2025-06-21,229.0
MTR-00223,2025-06-22,221.95
MTR-00223,2025-06-23,274.32
MTR-00223,2025-06-24,297.04
MTR-00223,2025-06-25,257.15
MTR-00223,2025-06-26,246.79
MTR-00223,2025-06-27,245.68
MTR-00223,2025-06-28,252.77
MTR-00223,2025-06-29,196.1
MTR-00224,2025-01-01,20.31
MTR-00224,2025-01-02,18.92
MTR-00224,2025-01-03,18.95
MTR-00224,2025-01-04,16.56
MTR-00224,2025-01-05,16.94
MTR-00224,2025-01-06,18.6
MTR-00224,2025-01-07,19.72
MTR-00224,2025-01-08,18.78
MTR-00224,2025-01-09,18.24
MTR-00224,2025-01-10,21.71
MTR-00224,2025-01-11,16.6
MTR-00224,2025-01-12,16.14
MTR-00224,2025-01-13,19.52
MTR-00224,2025-01-14,17.86
MTR-00224,2025-01-15,17.68
MTR-00224,2025-01-16,18.17
MTR-00224,2025-01-17,20.9
MTR-00224,2025-01-18,14.74
MTR-00224,2025-01-19,16.08
MTR-00224,2025-01-20,17.3
MTR-00224,2025-01-21,20.79
MTR-00224,2025-01-22,18.25
MTR-00224,2025-01-23,21.26
MTR-00224,2025-01-24,19.22
MTR-00224,2025-01-25,16.04
MTR-00224,2025-01-26,18.27
MTR-00224,2025-01-27,17.59
MTR-00224,2025-01-28,20.78
MTR-00224,2025-01-29,19.47
MTR-00224,2025-01-30,19.63
MTR-00224,2025-01-31,21.34
MTR-00224,2025-02-01,17.1
MTR-00224,2025-02-02,15.91
MTR-00224,2025-02-03,19.12
MTR-00224,2025-02-04,22.19
MTR-00224,2025-02-05,17.55
MTR-00224,2025-02-06,17.61
MTR-00224,2025-02-07,19.06
MTR-00224,2025-02-08,17.5
MTR-00224,2025-02-09,15.4
MTR-00224,2025-02-10,20.59
MTR-00224,2025-02-11,22.67
MTR-00224,2025-02-12,21.03
MTR-00224,2025-02-13,18.46
MTR-00224,2025-02-14,18.68
MTR-00224,2025-02-15,15.05
MTR-00224,2025-02-16,15.94
MTR-00224,2025-02-17,22.88
MTR-00224,2025-02-18,19.19
MTR-00224,2025-02-19,19.94
MTR-00224,2025-02-20,21.1
MTR-00224,2025-02-21,21.06
MTR-00224,2025-02-22,16.56
MTR-00224,2025-02-23,16.02
MTR-00224,2025-02-24,18.46
MTR-00224,2025-02-25,20.56
MTR-00224,2025-02-26,21.39
MTR-00224,2025-02-27,21.56
MTR-00224,2025-02-28,20.76
MTR-00224,2025-03-01,16.88
MTR-00224,2025-03-02,16.21
MTR-00224,2025-03-03,18.88
MTR-00224,2025-03-04,19.0
MTR-00224,2025-03-05,21.22
MTR-00224,2025-03-06,18.54
MTR-00224,2025-03-07,18.6
MTR-00224,2025-03-08,15.64
MTR-00224,2025-03-09,17.14
MTR-00224,2025-03-10,22.7
MTR-00224,2025-03-11,21.2
MTR-00224,2025-03-12,17.78
MTR-00224,2025-03-13,18.64
MTR-00224,2025-03-14,19.92
MTR-00224,2025-03-15,19.26
MTR-00224,2025-03-16,15.58
MTR-00224,2025-03-17,18.16
MTR-00224,2025-03-18,21.27
MTR-00224,2025-03-19,20.94
MTR-00224,2025-03-20,20.21
MTR-00224,2025-03-21,20.25
MTR-00224,2025-03-22,19.26
MTR-00224,2025-03-23,16.49
MTR-00224,2025-03-24,21.57
MTR-00224,2025-03-25,16.56
MTR-00224,2025-03-26,20.28
MTR-00224,2025-03-27,20.03
MTR-00224,2025-03-28,20.13
MTR-00224,2025-03-29,18.11
MTR-00224,2025-03-30,6.47
MTR-00224,2025-03-31,7.41
MTR-00224,2025-04-01,7.83
MTR-00224,2025-04-02,6.44
MTR-00224,2025-04-03,8.12
MTR-00224,2025-04-04,6.89
MTR-00224,2025-04-05,6.49
MTR-00224,2025-04-06,6.67
MTR-00224,2025-04-07,6.88
MTR-00224,2025-04-08,7.76
MTR-00224,2025-04-09,7.94
MTR-00224,2025-04-10,7.05
MTR-00224,2025-04-11,7.23
MTR-00224,2025-04-12,6.05
MTR-00224,2025-04-13,6.63
MTR-00224,2025-04-14,7.8
MTR-00224,2025-04-15,8.32
MTR-00224,2025-04-16,7.8
MTR-00224,2025-04-17,7.98
MTR-00224,2025-04-18,7.67
MTR-00224,2025-04-19,5.61
MTR-00224,2025-04-20,7.01
MTR-00224,2025-04-21,7.16
MTR-00224,2025-04-22,8.06
MTR-00224,2025-04-23,7.2
MTR-00224,2025-04-24,7.79
MTR-00224,2025-04-25,8.51
MTR-00224,2025-04-26,6.77
MTR-00224,2025-04-27,6.58
MTR-00224,2025-04-28,7.22
MTR-00224,2025-04-29,7.12
MTR-00224,2025-04-30,6.47
MTR-00224,2025-05-01,6.49
MTR-00224,2025-05-02,7.73
MTR-00224,2025-05-03,6.62
MTR-00224,2025-05-04,6.79
MTR-00224,2025-05-05,7.85
MTR-00224,2025-05-06,6.78
MTR-00224,2025-05-07,7.67
MTR-00224,2025-05-08,8.85
MTR-00224,2025-05-09,8.26
MTR-00224,2025-05-10,6.64
MTR-00224,2025-05-11,6.59
MTR-00224,2025-05-12,7.33
MTR-00224,2025-05-13,7.13
MTR-00224,2025-05-14,8.04
MTR-00224,2025-05-15,7.28
MTR-00224,2025-05-16,7.8
MTR-00224,2025-05-17,6.0
MTR-00224,2025-05-18,6.98
MTR-00224,2025-05-19,7.69
MTR-00224,2025-05-20,7.59
MTR-00224,2025-05-21,7.29
MTR-00224,2025-05-22,7.63
MTR-00224,2025-05-23,5.77
MTR-00224,2025-05-24,6.71
MTR-00224,2025-05-25,6.54
MTR-00224,2025-05-26,7.47
MTR-00224,2025-05-27,6.6
MTR-00224,2025-05-28,7.7
MTR-00224,2025-05-29,7.17
MTR-00224,2025-05-30,7.6
MTR-00224,2025-05-31,5.49
MTR-00224,2025-06-01,5.47
MTR-00224,2025-06-02,8.52
MTR-00224,2025-06-03,7.56
MTR-00224,2025-06-04,8.27
MTR-00224,2025-06-05,5.99
MTR-00224,2025-06-06,7.51
MTR-00224,2025-06-07,6.79
MTR-00224,2025-06-08,6.33
MTR-00224,2025-06-09,7.43
MTR-00224,2025-06-10,7.36
MTR-00224,2025-06-11,6.4
MTR-00224,2025-06-12,9.36
MTR-00224,2025-06-13,8.13
MTR-00224,2025-06-14,6.59
MTR-00224,2025-06-15,5.74
MTR-00224,2025-06-16,7.05
MTR-00224,2025-06-17,6.83
MTR-00224,2025-06-18,8.18
MTR-00224,2025-06-19,8.7
MTR-00224,2025-06-20,6.58
MTR-00224,2025-06-21,5.28
MTR-00224,2025-06-22,5.93
MTR-00224,2025-06-23,7.04
MTR-00224,2025-06-24,6.21
MTR-00224,2025-06-25,7.12
MTR-00224,2025-06-26,7.42
MTR-00224,2025-06-27,5.84
MTR-00224,2025-06-28,6.59
MTR-00224,2025-06-29,5.47
MTR-00225,2025-01-01,103.14
MTR-00225,2025-01-02,111.21
MTR-00225,2025-01-03,105.17
MTR-00225,2025-01-04,98.28
MTR-00225,2025-01-05,94.75
MTR-00225,2025-01-06,115.38
MTR-00225,2025-01-07,111.66
MTR-00225,2025-01-08,104.63
MTR-00225,2025-01-09,121.25
MTR-00225,2025-01-10,133.75
MTR-00225,2025-01-11,106.19
MTR-00225,2025-01-12,97.11
MTR-00225,2025-01-13,108.88
MTR-00225,2025-01-14,120.04
MTR-00225,2025-01-15,117.75
MTR-00225,2025-01-16,111.34
MTR-00225,2025-01-17,118.84
MTR-00225,2025-01-18,114.81
MTR-00225,2025-01-19,91.35
MTR-00225,2025-01-20,123.8
MTR-00225,2025-01-21,98.99
MTR-00225,2025-01-22,111.25
MTR-00225,2025-01-23,114.29
MTR-00225,2025-01-24,125.44
MTR-00225,2025-01-25,92.33
MTR-00225,2025-01-26,104.22
MTR-00225,2025-01-27,140.8
MTR-00225,2025-01-28,119.71
MTR-00225,2025-01-29,131.87
MTR-00225,2025-01-30,121.7
MTR-00225,2025-01-31,123.24
MTR-00225,2025-02-01,112.35
MTR-00225,2025-02-02,108.84
MTR-00225,2025-02-03,124.24
MTR-00225,2025-02-04,115.38
MTR-00225,2025-02-05,114.2
MTR-00225,2025-02-06,109.29
MTR-00225,2025-02-07,119.62
MTR-00225,2025-02-08,98.62
MTR-00225,2025-02-09,100.64
MTR-00225,2025-02-10,130.45
MTR-00225,2025-02-11,119.37
MTR-00225,2025-02-12,139.57
MTR-00225,2025-02-13,112.02
MTR-00225,2025-02-14,138.18
MTR-00225,2025-02-15,101.15
MTR-00225,2025-02-16,104.13
MTR-00225,2025-02-17,126.11
MTR-00225,2025-02-18,125.81
MTR-00225,2025-02-19,112.75
MTR-00225,2025-02-20,122.29
MTR-00225,2025-02-21,117.98
MTR-00225,2025-02-22,99.73
MTR-00225,2025-02-23,104.08
MTR-00225,2025-02-24,128.74
MTR-00225,2025-02-25,118.02
MTR-00225,2025-02-26,137.11
MTR-00225,2025-02-27,121.41
MTR-00225,2025-02-28,114.57
MTR-00225,2025-03-01,94.4
MTR-00225,2025-03-02,117.98
MTR-00225,2025-03-03,139.93
MTR-00225,2025-03-04,115.12
MTR-00225,2025-03-05,137.92
MTR-00225,2025-03-06,134.73
MTR-00225,2025-03-07,113.68
MTR-00225,2025-03-08,105.51
MTR-00225,2025-03-09,99.43
MTR-00225,2025-03-10,130.03
MTR-00225,2025-03-11,130.99
MTR-00225,2025-03-12,122.15
MTR-00225,2025-03-13,127.08
MTR-00225,2025-03-14,112.56
MTR-00225,2025-03-15,97.49
MTR-00225,2025-03-16,111.07
MTR-00225,2025-03-17,127.73
MTR-00225,2025-03-18,114.02
MTR-00225,2025-03-19,119.3
MTR-00225,2025-03-20,105.86
MTR-00225,2025-03-21,124.39
MTR-00225,2025-03-22,87.73
MTR-00225,2025-03-23,108.72
MTR-00225,2025-03-24,122.19
MTR-00225,2025-03-25,124.06
MTR-00225,2025-03-26,106.34
MTR-00225,2025-03-27,138.43
MTR-00225,2025-03-28,119.1
MTR-00225,2025-03-29,108.85
MTR-00225,2025-03-30,111.76
MTR-00225,2025-03-31,122.53
MTR-00225,2025-04-01,125.16
MTR-00225,2025-04-02,127.69
MTR-00225,2025-04-03,133.12
MTR-00225,2025-04-04,111.93
MTR-00225,2025-04-05,114.27
MTR-00225,2025-04-06,118.55
MTR-00225,2025-04-07,122.04
MTR-00225,2025-04-08,123.58
MTR-00225,2025-04-09,136.46
MTR-00225,2025-04-10,145.97
MTR-00225,2025-04-11,113.43
MTR-00225,2025-04-12,106.35
MTR-00225,2025-04-13,92.52
MTR-00225,2025-04-14,113.09
MTR-00225,2025-04-15,130.68
MTR-00225,2025-04-16,124.06
MTR-00225,2025-04-17,129.77
MTR-00225,2025-04-18,126.51
MTR-00225,2025-04-19,105.04
MTR-00225,2025-04-20,114.43
MTR-00225,2025-04-21,137.22
MTR-00225,2025-04-22,122.24
MTR-00225,2025-04-23,113.64
MTR-00225,2025-04-24,127.75
MTR-00225,2025-04-25,112.31
MTR-00225,2025-04-26,90.62
MTR-00225,2025-04-27,97.67
MTR-00225,2025-04-28,114.35
MTR-00225,2025-04-29,130.25
MTR-00225,2025-04-30,139.81
MTR-00225,2025-05-01,136.77
MTR-00225,2025-05-02,118.88
MTR-00225,2025-05-03,105.63
MTR-00225,2025-05-04,102.43
MTR-00225,2025-05-05,134.15
MTR-00225,2025-05-06,126.85
MTR-00225,2025-05-07,130.96
MTR-00225,2025-05-08,114.28
MTR-00225,2025-05-09,147.7
MTR-00225,2025-05-10,91.85
MTR-00225,2025-05-11,95.03
MTR-00225,2025-05-12,130.67
MTR-00225,2025-05-13,107.73
MTR-00225,2025-05-14,138.96
MTR-00225,2025-05-15,135.47
MTR-00225,2025-05-16,128.85
MTR-00225,2025-05-17,97.63
MTR-00225,2025-05-18,110.7
MTR-00225,2025-05-19,120.54
MTR-00225,2025-05-20,112.82
MTR-00225,2025-05-21,120.6
MTR-00225,2025-05-22,120.2
MTR-00225,2025-05-23,121.26
MTR-00225,2025-05-24,108.45
MTR-00225,2025-05-25,99.4
MTR-00225,2025-05-26,118.54
MTR-00225,2025-05-27,120.85
MTR-00225,2025-05-28,133.32
MTR-00225,2025-05-29,139.62
MTR-00225,2025-05-30,111.96
MTR-00225,2025-05-31,100.85
MTR-00225,2025-06-01,105.49
MTR-00225,2025-06-02,99.54
MTR-00225,2025-06-03,106.64
MTR-00225,2025-06-04,118.7
MTR-00225,2025-06-05,127.81
MTR-00225,2025-06-06,122.49
MTR-00225,2025-06-07,93.69
MTR-00225,2025-06-08,131.37
MTR-00225,2025-06-09,128.36
MTR-00225,2025-06-10,126.87
MTR-00225,2025-06-11,114.64
MTR-00225,2025-06-12,134.39
MTR-00225,2025-06-13,121.91
MTR-00225,2025-06-14,92.27
MTR-00225,2025-06-15,103.47
MTR-00225,2025-06-16,124.96
MTR-00225,2025-06-17,99.72
MTR-00225,2025-06-18,106.9
MTR-00225,2025-06-19,123.31
MTR-00225,2025-06-20,114.71
MTR-00225,2025-06-21,112.37
MTR-00225,2025-06-22,103.98
MTR-00225,2025-06-23,120.33
MTR-00225,2025-06-24,118.13
MTR-00225,2025-06-25,130.17
MTR-00225,2025-06-26,124.25
MTR-00225,2025-06-27,123.47
MTR-00225,2025-06-28,110.96
MTR-00225,2025-06-29,112.34
MTR-00226,2025-01-01,13.29
MTR-00226,2025-01-02,13.37
MTR-00226,2025-01-03,16.35
MTR-00226,2025-01-04,10.72
MTR-00226,2025-01-05,11.63
MTR-00226,2025-01-06,14.27
MTR-00226,2025-01-07,11.94
MTR-00226,2025-01-08,13.55
MTR-00226,2025-01-09,13.11
MTR-00226,2025-01-10,14.5
MTR-00226,2025-01-11,11.09
MTR-00226,2025-01-12,12.26
MTR-00226,2025-01-13,14.59
MTR-00226,2025-01-14,14.34
MTR-00226,2025-01-15,14.15
MTR-00226,2025-01-16,14.0
MTR-00226,2025-01-17,14.83
MTR-00226,2025-01-18,11.23
MTR-00226,2025-01-19,12.57
MTR-00226,2025-01-20,11.2
MTR-00226,2025-01-21,10.32
MTR-00226,2025-01-22,13.66
MTR-00226,2025-01-23,14.39
MTR-00226,2025-01-24,14.77
MTR-00226,2025-01-25,12.74
MTR-00226,2025-01-26,11.91
MTR-00226,2025-01-27,13.42
MTR-00226,2025-01-28,12.74
MTR-00226,2025-01-29,14.92
MTR-00226,2025-01-30,12.68
MTR-00226,2025-01-31,13.79
MTR-00226,2025-02-01,11.89
MTR-00226,2025-02-02,12.54
MTR-00226,2025-02-03,13.18
MTR-00226,2025-02-04,14.26
MTR-00226,2025-02-05,12.54
MTR-00226,2025-02-06,13.65
MTR-00226,2025-02-07,12.24
MTR-00226,2025-02-08,11.74
MTR-00226,2025-02-09,11.05
MTR-00226,2025-02-10,14.11
MTR-00226,2025-02-11,13.42
MTR-00226,2025-02-12,16.38
MTR-00226,2025-02-13,15.61
MTR-00226,2025-02-14,14.0
MTR-00226,2025-02-15,11.68
MTR-00226,2025-02-16,12.02
MTR-00226,2025-02-17,13.78
MTR-00226,2025-02-18,12.82
MTR-00226,2025-02-19,14.56
MTR-00226,2025-02-20,14.93
MTR-00226,2025-02-21,14.29
MTR-00226,2025-02-22,10.31
MTR-00226,2025-02-23,11.93
MTR-00226,2025-02-24,14.04
MTR-00226,2025-02-25,13.7
MTR-00226,2025-02-26,16.4
MTR-00226,2025-02-27,13.85
MTR-00226,2025-02-28,14.9
MTR-00226,2025-03-01,12.66
MTR-00226,2025-03-02,13.61
MTR-00226,2025-03-03,14.14
MTR-00226,2025-03-04,14.02
MTR-00226,2025-03-05,15.57
MTR-00226,2025-03-06,12.57
MTR-00226,2025-03-07,14.26
MTR-00226,2025-03-08,11.79
MTR-00226,2025-03-09,11.36
MTR-00226,2025-03-10,13.11
MTR-00226,2025-03-11,11.6
MTR-00226,2025-03-12,14.28
MTR-00226,2025-03-13,12.4
MTR-00226,2025-03-14,13.88
MTR-00226,2025-03-15,10.03
MTR-00226,2025-03-16,12.81
MTR-00226,2025-03-17,13.64
MTR-00226,2025-03-18,14.19
MTR-00226,2025-03-19,15.51
MTR-00226,2025-03-20,12.87
MTR-00226,2025-03-21,14.44
MTR-00226,2025-03-22,10.27
MTR-00226,2025-03-23,12.91
MTR-00226,2025-03-24,15.33
MTR-00226,2025-03-25,13.45
MTR-00226,2025-03-26,14.29
MTR-00226,2025-03-27,14.2
MTR-00226,2025-03-28,13.92
MTR-00226,2025-03-29,11.18
MTR-00226,2025-03-30,12.68
MTR-00226,2025-03-31,11.96
MTR-00226,2025-04-01,14.39
MTR-00226,2025-04-02,12.73
MTR-00226,2025-04-03,14.34
MTR-00226,2025-04-04,14.03
MTR-00226,2025-04-05,10.88
MTR-00226,2025-04-06,12.0
MTR-00226,2025-04-07,15.05
MTR-00226,2025-04-08,14.42
MTR-00226,2025-04-09,14.06
MTR-00226,2025-04-10,14.53
MTR-00226,2025-04-11,11.94
MTR-00226,2025-04-12,11.94
MTR-00226,2025-04-13,11.94
MTR-00226,2025-04-14,13.86
MTR-00226,2025-04-15,16.76
MTR-00226,2025-04-16,13.69
MTR-00226,2025-04-17,14.56
MTR-00226,2025-04-18,14.45
MTR-00226,2025-04-19,11.12
MTR-00226,2025-04-20,11.89
MTR-00226,2025-04-21,13.48
MTR-00226,2025-04-22,15.08
MTR-00226,2025-04-23,12.88
MTR-00226,2025-04-24,11.9
MTR-00226,2025-04-25,14.99
MTR-00226,2025-04-26,10.64
MTR-00226,2025-04-27,13.49
MTR-00226,2025-04-28,15.33
MTR-00226,2025-04-29,14.01
MTR-00226,2025-04-30,15.01
MTR-00226,2025-05-01,14.9
MTR-00226,2025-05-02,13.67
MTR-00226,2025-05-03,11.54
MTR-00226,2025-05-04,12.91
MTR-00226,2025-05-05,14.35
MTR-00226,2025-05-06,14.21
MTR-00226,2025-05-07,13.61
MTR-00226,2025-05-08,12.37
MTR-00226,2025-05-09,13.45
MTR-00226,2025-05-10,11.01
MTR-00226,2025-05-11,12.16
MTR-00226,2025-05-12,12.27
MTR-00226,2025-05-13,11.49
MTR-00226,2025-05-14,14.16
MTR-00226,2025-05-15,14.44
MTR-00226,2025-05-16,13.48
MTR-00226,2025-05-17,14.41
MTR-00226,2025-05-18,10.97
MTR-00226,2025-05-19,13.52
MTR-00226,2025-05-20,13.01
MTR-00226,2025-05-21,13.45
MTR-00226,2025-05-22,12.73
MTR-00226,2025-05-23,13.3
MTR-00226,2025-05-24,13.33
MTR-00226,2025-05-25,10.66
MTR-00226,2025-05-26,14.2
MTR-00226,2025-05-27,12.79
MTR-00226,2025-05-28,13.58
MTR-00226,2025-05-29,11.92
MTR-00226,2025-05-30,13.73
MTR-00226,2025-05-31,10.46
MTR-00226,2025-06-01,10.63
MTR-00226,2025-06-02,10.83
MTR-00226,2025-06-03,13.86
MTR-00226,2025-06-04,14.01
MTR-00226,2025-06-05,13.0
MTR-00226,2025-06-06,14.4
MTR-00226,2025-06-07,10.7
MTR-00226,2025-06-08,11.81
MTR-00226,2025-06-09,13.93
MTR-00226,2025-06-10,14.13
MTR-00226,2025-06-11,14.58
MTR-00226,2025-06-12,13.05
MTR-00226,2025-06-13,14.15
MTR-00226,2025-06-14,11.68
MTR-00226,2025-06-15,10.62
MTR-00226,2025-06-16,14.92
MTR-00226,2025-06-17,13.45
MTR-00226,2025-06-18,13.39
MTR-00226,2025-06-19,13.63
MTR-00226,2025-06-20,13.77
MTR-00226,2025-06-21,12.46
MTR-00226,2025-06-22,11.79
MTR-00226,2025-06-23,14.41
MTR-00226,2025-06-24,12.96
MTR-00226,2025-06-25,12.28
MTR-00226,2025-06-26,12.76
MTR-00226,2025-06-27,13.2
MTR-00226,2025-06-28,10.69
MTR-00226,2025-06-29,11.6
MTR-00227,2025-01-01,80.51
MTR-00227,2025-01-02,76.41
MTR-00227,2025-01-03,76.41
MTR-00227,2025-01-04,68.88
MTR-00227,2025-01-05,63.96
MTR-00227,2025-01-06,78.38
MTR-00227,2025-01-07,66.79
MTR-00227,2025-01-08,73.51
MTR-00227,2025-01-09,68.68
MTR-00227,2025-01-10,75.26
MTR-00227,2025-01-11,69.02
MTR-00227,2025-01-12,64.17
MTR-00227,2025-01-13,78.15
MTR-00227,2025-01-14,68.11
MTR-00227,2025-01-15,82.12
MTR-00227,2025-01-16,77.94
MTR-00227,2025-01-17,80.84
MTR-00227,2025-01-18,67.76
MTR-00227,2025-01-19,70.08
MTR-00227,2025-01-20,83.3
MTR-00227,2025-01-21,88.13
MTR-00227,2025-01-22,82.72
MTR-00227,2025-01-23,74.46
MTR-00227,2025-01-24,69.8
MTR-00227,2025-01-25,60.15
MTR-00227,2025-01-26,61.59
MTR-00227,2025-01-27,75.04
MTR-00227,2025-01-28,61.8
MTR-00227,2025-01-29,71.81
MTR-00227,2025-01-30,76.98
MTR-00227,2025-01-31,72.73
MTR-00227,2025-02-01,66.91
MTR-00227,2025-02-02,67.03
MTR-00227,2025-02-03,75.44
MTR-00227,2025-02-04,89.57
MTR-00227,2025-02-05,82.34
MTR-00227,2025-02-06,79.9
MTR-00227,2025-02-07,86.23
MTR-00227,2025-02-08,65.71
MTR-00227,2025-02-09,68.54
MTR-00227,2025-02-10,85.46
MTR-00227,2025-02-11,92.94
MTR-00227,2025-02-12,72.86
MTR-00227,2025-02-13,73.35
MTR-00227,2025-02-14,87.35
MTR-00227,2025-02-15,67.85
MTR-00227,2025-02-16,66.31
MTR-00227,2025-02-17,80.27
MTR-00227,2025-02-18,88.11
MTR-00227,2025-02-19,83.18
MTR-00227,2025-02-20,80.47
MTR-00227,2025-02-21,73.49
MTR-00227,2025-02-22,66.83
MTR-00227,2025-02-23,70.18
MTR-00227,2025-02-24,79.83
MTR-00227,2025-02-25,90.89
MTR-00227,2025-02-26,81.46
MTR-00227,2025-02-27,78.35
MTR-00227,2025-02-28,84.32
MTR-00227,2025-03-01,77.99
MTR-00227,2025-03-02,74.54
MTR-00227,2025-03-03,70.39
MTR-00227,2025-03-04,82.15
MTR-00227,2025-03-05,83.46
MTR-00227,2025-03-06,88.82
MTR-00227,2025-03-07,73.16
MTR-00227,2025-03-08,70.67
MTR-00227,2025-03-09,62.53
MTR-00227,2025-03-10,68.04
MTR-00227,2025-03-11,76.03
MTR-00227,2025-03-12,82.71
MTR-00227,2025-03-13,88.45
MTR-00227,2025-03-14,75.74
MTR-00227,2025-03-15,64.43
MTR-00227,2025-03-16,69.28
MTR-00227,2025-03-17,81.62
MTR-00227,2025-03-18,80.35
MTR-00227,2025-03-19,72.64
MTR-00227,2025-03-20,74.91
MTR-00227,2025-03-21,90.07
MTR-00227,2025-03-22,73.91
MTR-00227,2025-03-23,66.53
MTR-00227,2025-03-24,82.94
MTR-00227,2025-03-25,83.89
MTR-00227,2025-03-26,80.24
MTR-00227,2025-03-27,68.7
MTR-00227,2025-03-28,83.93
MTR-00227,2025-03-29,58.83
MTR-00227,2025-03-30,62.75
MTR-00227,2025-03-31,86.85
MTR-00227,2025-04-01,76.58
MTR-00227,2025-04-02,78.71
MTR-00227,2025-04-03,90.66
MTR-00227,2025-04-04,73.0
MTR-00227,2025-04-05,62.1
MTR-00227,2025-04-06,71.68
MTR-00227,2025-04-07,81.42
MTR-00227,2025-04-08,81.3
MTR-00227,2025-04-09,84.37
MTR-00227,2025-04-10,74.65
MTR-00227,2025-04-11,78.18
MTR-00227,2025-04-12,63.34
MTR-00227,2025-04-13,64.97
MTR-00227,2025-04-14,75.25
MTR-00227,2025-04-15,83.09
MTR-00227,2025-04-16,88.66
MTR-00227,2025-04-17,74.21
MTR-00227,2025-04-18,84.08
MTR-00227,2025-04-19,74.69
MTR-00227,2025-04-20,64.07
MTR-00227,2025-04-21,77.5
MTR-00227,2025-04-22,79.39
MTR-00227,2025-04-23,87.59
MTR-00227,2025-04-24,86.39
MTR-00227,2025-04-25,60.47
MTR-00227,2025-04-26,66.59
MTR-00227,2025-04-27,69.1
MTR-00227,2025-04-28,82.34
MTR-00227,2025-04-29,82.77
MTR-00227,2025-04-30,81.83
MTR-00227,2025-05-01,87.56
MTR-00227,2025-05-02,74.01
MTR-00227,2025-05-03,68.83
MTR-00227,2025-05-04,70.3
MTR-00227,2025-05-05,76.16
MTR-00227,2025-05-06,78.49
MTR-00227,2025-05-07,66.43
MTR-00227,2025-05-08,74.7
MTR-00227,2025-05-09,70.31
MTR-00227,2025-05-10,67.46
MTR-00227,2025-05-11,65.36
MTR-00227,2025-05-12,77.95
MTR-00227,2025-05-13,83.27
MTR-00227,2025-05-14,74.75
MTR-00227,2025-05-15,84.56
MTR-00227,2025-05-16,82.8
MTR-00227,2025-05-17,65.13
MTR-00227,2025-05-18,65.76
MTR-00227,2025-05-19,85.09
MTR-00227,2025-05-20,76.16
MTR-00227,2025-05-21,78.69
MTR-00227,2025-05-22,66.7
MTR-00227,2025-05-23,76.93
MTR-00227,2025-05-24,73.14
MTR-00227,2025-05-25,68.22
MTR-00227,2025-05-26,79.7
MTR-00227,2025-05-27,83.12
MTR-00227,2025-05-28,71.65
MTR-00227,2025-05-29,78.15
MTR-00227,2025-05-30,80.22
MTR-00227,2025-05-31,61.54
MTR-00227,2025-06-01,72.08
MTR-00227,2025-06-02,80.08
MTR-00227,2025-06-03,77.55
MTR-00227,2025-06-04,72.05
MTR-00227,2025-06-05,74.49
MTR-00227,2025-06-06,72.78
MTR-00227,2025-06-07,56.44
MTR-00227,2025-06-08,67.54
MTR-00227,2025-06-09,86.65
MTR-00227,2025-06-10,76.75
MTR-00227,2025-06-11,85.25
MTR-00227,2025-06-12,84.35
MTR-00227,2025-06-13,77.72
MTR-00227,2025-06-14,63.27
